"";"plant_species";"frugivore_species";"ID";"frugivore_species_old";"frugivore_genus";"frugivore_class";"frugivore_order";"frugivore_family";"frugivore_class_old";"frugivore_order_old";"frugivore_family_old";"plant_species_old";"plant_genus";"plant_class";"plant_order";"plant_family";"plant_family_old";"plant.form";"frug.orig";"plant.origin";"plant.IUCN";"fruit.diameter..mm.";"fruit.length..mm.";"fruit.color";"seed.diameter..mm.";"seed.length..mm.";"frugivore.group";"frugivore.body.mass..g.";"frugivore.mean.gape.size..mm.";"frugivory.score";"frugivore.migration.status";"frugivore.population.trend";"frugivore.IUCN";"Country";"Island";"island.adapted";"specific.location";"habitat";"latitude.centroid";"longitude.centroid";"latitude";"longitude";"geographic";"geographic.lat";"geographic.lon";"precision";"reference";"method";"frugivore_native_status";"frugivore_endemic_status";"frugivore_singleislandendemism";"plant_native_status";"plant_endemic_status";"plant_singleislandendemism"
"39";"Acoelorraphe wrightii";"Patagioenas leucocephala";173;"Patagioenas leucocephala";"Patagioenas";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Acoelorrhaphe wrightii";"Acoelorraphe";"Magnoliopsida";"Arecales";"Arecaceae";"Arecaceae";"palm";"native";"native";NA;"";NA;"black";NA;NA;"birds";"253 (Male), 230 (Female)";"8.4 (Male) 8.1 (Female)";3;"resident";"decreasing";"NT";"Cuba";"Cuba";"Cuba";NA;NA;21,62469202;-79,03330319;"22.1452° N";"79.5481° W";"GA";19,0740227101688;-70,7529184711968;"imprecise";"Godinez, E. 1992. Situacion de las poblaciones de Columba Leucocephala (Aves: Columbidae) en Cuba. Havana, Cuba: Editorial Academia.";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"40";"Adelia ricinella";"Cyclura nubila";2222;"Cyclura nubila nubila";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Adelia ricinella";"Adelia";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";NA;"";NA;"";NA;NA;"reptile";"";"";NA;"resident";"";"VU";"Cuba";"Cuba";"Cuba";"Reserva Ecológica Siboney-Juticí, Santiago de Cuba";"";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Reyes & González (2009)";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"41";"Adenanthera pavonina";"Tyrannus dominicensis";1748;"Tyrannus dominicensis";"Tyrannus";"Aves";"Passeriformes";"Tyrannidae";"Aves";"Passeriformes";"Tyrannidae";"Adenanthera pavonina";"Adenanthera";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"nonnative";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Montaña, Aguadilla";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.464577° N";"66.113023° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo & Morales 2016";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"42";"Adenanthera pavonina";"Chlorocebus pygerythrus";2070;"Chlorocebus pygerythrus";"Chlorocebus";"Mammalia";"Primates";"Cercopithecidae";"Mammalia";"Primates";"Cercopithecidae";"Adenanthera pavonina";"Adenanthera";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"nonnative";"nonnative";"";"";NA;"red";NA;NA;"non volant mammal";"";"";NA;"resident";"";"";"St. Kitts";"St. Kitts";"Saint Kitts and Nevis";"several sites";"lower montane secondary forest & cattle pasture";17,27082251;-62,69777839;"";"";"EC";15,9098171627273;-62,1116501418182;"";"Poirier (1972)";"animal-oriented";"Introduced";"No";"No";"Introduced";"No";"No"
"43";"Adonidia merrillii";"Quiscalus niger";2949;"Quiscalus niger";"Quiscalus";"Aves";"Passeriformes";"Icteridae";"Aves";"Passeriformes";"Icteridae";"Veitchia merrilii";"Adonidia";"Magnoliopsida";"Arecales";"Arecaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Bo. Cacao (Quebradillas)";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"Yes";"No";"Introduced";"No";"No"
"44";"Adonidia merrillii";"Margarops fuscatus";2817;"Margarops fuscatus";"Margarops";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Veitchia merrilii";"Adonidia";"Magnoliopsida";"Arecales";"Arecaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Bo.Limón Mayaguez";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"No";"No";"Introduced";"No";"No"
"45";"Adonidia merrillii";"Quiscalus niger";2801;"Quiscalus niger";"Quiscalus";"Aves";"Passeriformes";"Icteridae";"Aves";"Passeriformes";"Icteridae";"Veitchia merrilii";"Adonidia";"Magnoliopsida";"Arecales";"Arecaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Mayaguez";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"Yes";"No";"Introduced";"No";"No"
"46";"Adonidia merrillii";"Artibeus jamaicensis";304;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Adonidia merrillii";"Adonidia";"Magnoliopsida";"Arecales";"Arecaceae";"Arecaceae";"palm";"native";"native";"NT";NA;NA;NA;NA;NA;"bats";NA;NA;3;"resident";"stable";"LC";"Jamaica";"Jamaica";"Jamaica";"Westmoreland Parish";"limestone caves";18,15459368;-77,3185348;"18.2944° N";"78.1564° W";"GA";19,0740227101688;-70,7529184711968;"imprecise";"Fabianek, 2014";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"47";"Adonidia merrillii";"Icterus dominicensis portoricensis";2798;"Icterus portoricensis";"Icterus";"Aves";"Passeriformes";"Icteridae";"Aves";"Passeriformes";"Icteridae";"Veitchia merrilii";"Adonidia";"Magnoliopsida";"Arecales";"Arecaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Bo. Cacao (Quebradillas)";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"Yes";"Yes";"Introduced";"No";"No"
"48";"Aeschynomene evenia";"Zenaida macroura";2262;"Zenaida macroura";"Zenaida";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Aeschynomene evenis";"Aeschynomene";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"herb";"native";"native";NA;"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"LC";"Cuba";"Cuba";"Cuba";"Herradura (Pinar del Río) y Pedro Pí (La Habana)";"rice crops and grasslands";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Ponce de León et al. (2010)";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"49";"Aeschynomene pratensis";"Zenaida macroura";2251;"Zenaida macroura";"Zenaida";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Aeschynomae pratensis";"Aeschynomene";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"herb";"native";"native";NA;"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"LC";"Cuba";"Cuba";"Cuba";"Herradura (Pinar del Río) y Pedro Pí (La Habana)";"rice crops and grasslands";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Ponce de León et al. (2010)";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"50";"Aiphanes minima";"Amazona guildingii";1947;"Amazona guildingii";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Aiphanes minima";"Aiphanes";"Magnoliopsida";"Arecales";"Arecaceae";"Arecaceae";"palm";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Saint Vincent and the Grenadines";"Saint Vincent";"Saint Vincent and the Grenadines";NA;"";13,21608335;-61,2026418;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"Native";"Yes";"No"
"51";"Aiphanes minima";"Amazona vittata";3086;"Amazona vittata";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Aiphanes minima";"Aiphanes";"Magnoliopsida";"Arecales";"Arecaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Rio Abajo State Forest, Arecibo";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Pers comm";"plant-oriented";"Native";"Yes";"No";"Native";"Yes";"No"
"52";"Alchornea latifolia";"Todus subulatus";645;"Todus subulatus";"Todus";"Aves";"Coraciiformes";"Todidae";"Aves";"Coraciiformes";"Todidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Mata de Plátano, Jarabacoa, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,12159";"-70,58378";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"53";"Alchornea latifolia";"Vireo latimeri";1462;"Vireo latimeri";"Vireo";"Aves";"Passeriformes";"Vireonidae";"Aves";"Passeriformes";"Vireonidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"54";"Alchornea latifolia";"Nesospingus speculiferus";1438;"Nesospingus speculiferus";"Nesospingus";"Aves";"Passeriformes";"Nesospingidae";"Aves";"Passeriformes";"Nesospingidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"55";"Alchornea latifolia";"Vireo altiloquus";1393;"Vireo altiloquous";"Vireo";"Aves";"Passeriformes";"Vireonidae";"Aves";"Passeriformes";"Vireonidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"56";"Alchornea latifolia";"Zenaida asiatica";1492;"Zenaida asiatica";"Zenaida";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"57";"Alchornea latifolia";"Melanerpes striatus";642;"Melanerpes striatus";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Guanajuma, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,18521";"-70,72952";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"58";"Alchornea latifolia";"Loxigilla portoricensis";1499;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"lower montane secondary forest & shaded coffee plantations";18,22566835;-66,46639658;"18.300181° N";"66.553272° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"59";"Alchornea latifolia";"Myadestes genibarbis";2019;"Myadestes genibarbis";"Myadestes";"Aves";"Passeriformes";"Turdidae";"Aves";"Passeriformes";"Turdidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Jamaica";"Jamaica";"Jamaica";NA;"";18,15459368;-77,3185348;"";"";"GA";19,0740227101688;-70,7529184711968;"";"";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"60";"Alchornea latifolia";"Todus subulatus";644;"Todus subulatus";"Todus";"Aves";"Coraciiformes";"Todidae";"Aves";"Coraciiformes";"Todidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Guanajuma, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,18521";"-70,72952";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"61";"Alchornea latifolia";"Spindalis portoricensis";1466;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"62";"Alchornea latifolia";"Todus subulatus";646;"Todus subulatus";"Todus";"Aves";"Coraciiformes";"Todidae";"Aves";"Coraciiformes";"Todidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Piedra Blanca, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17739";"-70,64559";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"63";"Alchornea latifolia";"Loxigilla portoricensis";1654;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Caguana, Utuado";"lower montane secondary forest";18,22566835;-66,46639658;"18.285194° N";"66.731589° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"64";"Alchornea latifolia";"Dulus dominicus";641;"Dulus dominicus";"Dulus";"Aves";"Passeriformes";"Dulidae";"Aves";"Passeriformes";"Dulidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Piedra Blanca, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17739";"-70,64559";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"65";"Alchornea latifolia";"Vireo altiloquus";1558;"Vireo altiloquous";"Vireo";"Aves";"Passeriformes";"Vireonidae";"Aves";"Passeriformes";"Vireonidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"lower montane secondary forest & shaded coffee plantations";18,22566835;-66,46639658;"18.300181° N";"66.553272° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"66";"Alchornea latifolia";"Dulus dominicus";640;"Dulus dominicus";"Dulus";"Aves";"Passeriformes";"Dulidae";"Aves";"Passeriformes";"Dulidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Mata de Plátano, Jarabacoa, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,12159";"-70,58378";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"67";"Alchornea latifolia";"Melanerpes radiolatus";3102;"Melanerpes radiolatus";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Jamaica";"Jamaica";"Jamaica";"Hardwar Gap";"subtropical montane";18,15459368;-77,3185348;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Cruz 1977";"plant-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"68";"Alchornea latifolia";"Vireo altiloquus";1635;"Vireo altiloquous";"Vireo";"Aves";"Passeriformes";"Vireonidae";"Aves";"Passeriformes";"Vireonidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Caguana, Utuado";"lower montane secondary forest";18,22566835;-66,46639658;"18.285194° N";"66.731589° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"69";"Alchornea latifolia";"Loxigilla portoricensis";1593;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cordillera, Ciales";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.315516° N";"66.514325° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"70";"Alchornea latifolia";"Todus angustirostris";643;"Todus angustirostris";"Todus";"Aves";"Coraciiformes";"Todidae";"Aves";"Coraciiformes";"Todidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Guanajuma, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,18521";"-70,72952";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"71";"Alchornea latifolia";"Todus mexicanus";1461;"Todus mexicanus";"Todus";"Aves";"Coraciiformes";"Todidae";"Aves";"Coraciiformes";"Todidae";"Alchornea latifolia";"Alchornea";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiaceae";"tree";"native";"native";"";"";NA;"red";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
